provincia,confraria,banco,lat,lon
A Coruña,A Coruña,A Baixada-1-2,43.33650791,-8.383560023
A Coruña,A Coruña,As Maruxas Grande (Sur-Interior),43.32624103,-8.373303216
A Coruña,A Coruña,As Maruxas Pequena,43.32893692,-8.377247253
A Coruña,A Coruña,As Maruxas Pequena - Gancha a Pe,43.32777446,-8.377086448
A Coruña,A Coruña,Barrañán (Praia do Reloxeiro) (Zona F),43.31312041,-8.560493842
A Coruña,A Coruña,Bens (Illa Redonda) (Zona Ll),43.3694818,-8.458122646
A Coruña,A Coruña,Bens (Praia sa Refinería) (Zona L),43.36107903,-8.457790178
A Coruña,A Coruña,Caion (Praia da Salseira) (Zona E),43.31995783,-8.608394669
A Coruña,A Coruña,Canle do Canijote - Gancha A Pe,43.33497864,-8.382169204
A Coruña,A Coruña,Leira (Leira-Caion)  (Zona D),43.31422321,-8.6276566
A Coruña,A Coruña,Leira (Zona B),43.30754248,-8.643412405
A Coruña,A Coruña,Leira (Zona C),43.30786691,-8.63918734
A Coruña,A Coruña,Marxe Dereita,43.33390456,-8.381699003
A Coruña,A Coruña,Marxe Dereita - Gancha A Pe,43.33460566,-8.383135177
A Coruña,A Coruña,Marxe Esquerda - Gancha A Pe,43.33154697,-8.381994295
A Coruña,A Coruña,O Bastiagueiro Pequeno,43.34360137,-8.357011748
A Coruña,A Coruña,O Caínzo,43.32315399,-8.370300917
A Coruña,A Coruña,O Carniceiro,43.33020235,-8.379787647
A Coruña,A Coruña,Orzán,43.37632383,-8.407030601
A Coruña,A Coruña,Os Castelos (Dereita-1) (Zona I),43.32745946,-8.516782341
A Coruña,A Coruña,Os Castelos (Esquerda) (Zona I),43.32611086,-8.519414024
A Coruña,A Coruña,Parque de Abella,43.33863634,-8.385857773
A Coruña,A Coruña,Parque do Carniceiro,43.3315,-8.379971805
A Coruña,A Coruña,Parque Ponte de Pasaxe,43.33007244,-8.380738754
A Coruña,A Coruña,Pedra do Sal (Zona A),43.30413863,-8.656618862
A Coruña,A Coruña,Portiño,43.37804977,-8.447812678
A Coruña,A Coruña,Praia Balcobo Pequeno - Pedra Herba,43.31998412,-8.529365593
A Coruña,A Coruña,Praia de Sta. Cristina,43.33776929,-8.382029882
A Coruña,A Coruña,Praia Sabón (Térmica) (Zona J),43.33296958,-8.506086975
A Coruña,A Coruña,Pta. da Praia de Sta. Cristina,43.34029102,-8.385458649
A Coruña,A Coruña,Riazor,43.37027604,-8.411138034
A Coruña,A Coruña,Ripibello (Zona H),43.32296286,-8.522423526
A Coruña,A Coruña,San Amaro,43.38419836,-8.39247218
A Coruña,A Coruña,Suevos (A Redonda) (Zona K),43.35921337,-8.486684225
A Coruña,A Coruña,Suevos (Fabrica Artabra) (Zona K),43.35382866,-8.476746802
A Coruña,A Coruña,Suevos (Porto) (Zona K),43.35558083,-8.48786247
A Coruña,A Coruña,Suevos (Praia Suevos) (Zona K),43.35380049,-8.484422329
A Coruña,"Baldaio ""Fonte de Santa Helena""",A Entrada,43.29522854,-8.667270955
A Coruña,"Baldaio ""Fonte de Santa Helena""",As Dunas,43.29741839,-8.670982161
A Coruña,"Baldaio ""Fonte de Santa Helena""",As Pontes,43.29685957,-8.667681221
A Coruña,"Baldaio ""Fonte de Santa Helena""",Banco 1-3,43.2934845,-8.671373195
A Coruña,"Baldaio ""Fonte de Santa Helena""",Banco A,43.29596814,-8.67080506
A Coruña,"Baldaio ""Fonte de Santa Helena""",Banco C,43.2924712,-8.666607986
A Coruña,"Baldaio ""Fonte de Santa Helena""",Lagoa de Baldaio - Zona de Autorización,43.29338761,-8.672125693
A Coruña,"Baldaio ""Fonte de Santa Helena""",Zona de Autorización: Lagoa Interna (Zona 4),43.2916325,-8.669275227
A Coruña,"Baldaio ""Fonte de Santa Helena""",Zona de Autorización: Lagoa Interna (Zona 6),43.29135251,-8.668980895
A Coruña,Camariñas,Ariño,43.12803009,-9.160722563
A Coruña,Camariñas,Canle Río da Ponte,43.12620314,-9.159980148
A Coruña,Camariñas,Esda. de A Vasa,43.13777936,-9.169060318
A Coruña,Camariñas,Paxariña,43.1306917,-9.150291274
A Coruña,Camariñas,Praia de Area da Vila,43.13696603,-9.176927533
A Coruña,Camariñas,Praia de Lingunde,43.13678304,-9.172930809
A Coruña,Camariñas,Pta. Gallego-Fond. Pozo,43.12791267,-9.147616626
A Coruña,Camariñas,Pta. Roda-Pta. Lago,43.11721843,-9.164787523
A Coruña,Camelle,A Barda-1-2,43.28334558,-8.92839458
A Coruña,Camelle,A Lagoa,43.1875221,-9.100123006
A Coruña,Camelle,A Señora,43.18226218,-9.07848202
A Coruña,Camelle,A Tiños,43.23332354,-8.944309839
A Coruña,Camelle,Area Das Cunchas,43.26232947,-8.974877016
A Coruña,Camelle,Area Das Vacas-1-2,43.22836413,-8.949006134
A Coruña,Camelle,Arou,43.18611097,-9.107171972
A Coruña,Camelle,As Lameiras-1-2,43.18651244,-9.111098278
A Coruña,Camelle,Aviño,43.29420875,-8.739294658
A Coruña,Camelle,Balares-1-2,43.24008501,-8.942148251
A Coruña,Camelle,Balares-3-4,43.24144648,-8.945731215
A Coruña,Camelle,Cabana,43.19355827,-9.132624362
A Coruña,Camelle,Castelo Barca de Maje,43.31821739,-8.80356773
A Coruña,Camelle,Coido Beo Esteiro,43.31928281,-8.853548839
A Coruña,Camelle,Coido Seaia ,43.32497574,-8.814621798
A Coruña,Camelle,Dos Rías-1,43.29413514,-8.742574124
A Coruña,Camelle,Dos Rías-2-3,43.29408222,-8.747110915
A Coruña,Camelle,Fonte Fría,43.31172472,-8.798187577
A Coruña,Camelle,Fustín,43.23706819,-8.941670776
A Coruña,Camelle,Hermida-1-2,43.26149451,-8.953906916
A Coruña,Camelle,Illote Dos Cagallóns,43.23335948,-8.928028861
A Coruña,Camelle,Insua,43.26942697,-8.98531139
A Coruña,Camelle,Lobeiras,43.19468293,-9.11697152
A Coruña,Camelle,Malpica,43.32416212,-8.815401275
A Coruña,Camelle,O Besugueiro,43.19256946,-9.114346054
A Coruña,Camelle,O Cabezo,43.18752221,-9.061801591
A Coruña,Camelle,Os Ingleses,43.1838772,-9.161373514
A Coruña,Camelle,Os Muíños,43.30915067,-8.788911094
A Coruña,Camelle,Paio Pedreira,43.20326426,-9.03701417
A Coruña,Camelle,Pradeiras,43.29724277,-8.731280651
A Coruña,Camelle,Praia de Area Maior,43.32387075,-8.813416439
A Coruña,Camelle,Praia de Arnela,43.26496359,-8.959941961
A Coruña,Camelle,Praia de Barizo-1-2,43.31358933,-8.874069924
A Coruña,Camelle,Praia de Beo-1-2,43.32119127,-8.846292385
A Coruña,Camelle,Praia de Camelle-1-3,43.18140724,-9.090010656
A Coruña,Camelle,Praia de Esteiro-1-3,43.31674024,-8.8580932
A Coruña,Camelle,Praia de Laxe,43.22076642,-9.003927801
A Coruña,Camelle,Praia de Niñóns-1,43.29575587,-8.907207338
A Coruña,Camelle,Praia de Niñóns-2-3,43.29426989,-8.906938388
A Coruña,Camelle,Praia de Osmo,43.26513349,-8.956688896
A Coruña,Camelle,Praia de Razo-1-2,43.29207102,-8.704467061
A Coruña,Camelle,Praia de Soesto-1-2,43.21766695,-9.020881545
A Coruña,Camelle,Praia de Torradas,43.29450587,-8.735360847
A Coruña,Camelle,Praia de Traba,43.19106802,-9.047258433
A Coruña,Camelle,Praia do Trece,43.18538092,-9.154916962
A Coruña,Camelle,Puntal do Curro,43.18764353,-9.105291806
A Coruña,Camelle,Rebordelo,43.22854126,-8.965088619
A Coruña,Camelle,Rega-1-2,43.30013371,-8.773050399
A Coruña,Camelle,Río Covo,43.25431654,-8.950930984
A Coruña,Camelle,Ríos,43.19118606,-9.135991317
A Coruña,Camelle,Sabadelle,43.18184631,-9.080856358
A Coruña,Camelle,San Miro-1-2,43.30097654,-8.76678412
A Coruña,Camelle,San Pedro,43.22452687,-8.971284657
A Coruña,Camelle,Seaia-1,43.32780783,-8.826170546
A Coruña,Camelle,Sta. Mariña,43.29310651,-8.916284361
A Coruña,Camelle,Sta. Mariña-1-2,43.29666574,-8.72716559
A Coruña,Camelle,Taín,43.21138526,-9.04083548
A Coruña,Camelle,Xareiro,43.31383804,-8.801756755
A Coruña,Corme,A Barda-1-2,43.28334558,-8.92839458
A Coruña,Corme,A Lagoa,43.1875221,-9.100123006
A Coruña,Corme,A Señora,43.18226218,-9.07848202
A Coruña,Corme,A Tiños,43.23332354,-8.944309839
A Coruña,Corme,Area Das Cunchas,43.26232947,-8.974877016
A Coruña,Corme,Area Das Vacas-1-2,43.22836413,-8.949006134
A Coruña,Corme,Arou,43.18611097,-9.107171972
A Coruña,Corme,As Lameiras-1-2,43.18651244,-9.111098278
A Coruña,Corme,Aviño,43.29420875,-8.739294658
A Coruña,Corme,Balares-1-2,43.24008501,-8.942148251
A Coruña,Corme,Balares-3-4,43.24144648,-8.945731215
A Coruña,Corme,Cabana,43.19355827,-9.132624362
A Coruña,Corme,Castelo Barca de Maje,43.31821739,-8.80356773
A Coruña,Corme,Coido Beo Esteiro,43.31928281,-8.853548839
A Coruña,Corme,Coido Seaia ,43.32497574,-8.814621798
A Coruña,Corme,Dos Rías-1,43.29413514,-8.742574124
A Coruña,Corme,Dos Rías-2-3,43.29408222,-8.747110915
A Coruña,Corme,Fonte Fría,43.31172472,-8.798187577
A Coruña,Corme,Fustín,43.23706819,-8.941670776
A Coruña,Corme,Hermida-1-2,43.26149451,-8.953906916
A Coruña,Corme,Illote Dos Cagallóns,43.23335948,-8.928028861
A Coruña,Corme,Insua,43.26942697,-8.98531139
A Coruña,Corme,Lobeiras,43.19468293,-9.11697152
A Coruña,Corme,Malpica,43.32416212,-8.815401275
A Coruña,Corme,O Besugueiro,43.19256946,-9.114346054
A Coruña,Corme,O Cabezo,43.18752221,-9.061801591
A Coruña,Corme,Os Ingleses,43.1838772,-9.161373514
A Coruña,Corme,Os Muíños,43.30915067,-8.788911094
A Coruña,Corme,Paio Pedreira,43.20326426,-9.03701417
A Coruña,Corme,Pradeiras,43.29724277,-8.731280651
A Coruña,Corme,Praia de Area Maior,43.32387075,-8.813416439
A Coruña,Corme,Praia de Arnela,43.26496359,-8.959941961
A Coruña,Corme,Praia de Barizo-1-2,43.31358933,-8.874069924
A Coruña,Corme,Praia de Beo-1-2,43.32119127,-8.846292385
A Coruña,Corme,Praia de Camelle-1-3,43.18140724,-9.090010656
A Coruña,Corme,Praia de Esteiro-1-3,43.31674024,-8.8580932
A Coruña,Corme,Praia de Laxe,43.22076642,-9.003927801
A Coruña,Corme,Praia de Niñóns-1,43.29575587,-8.907207338
A Coruña,Corme,Praia de Niñóns-2-3,43.29426989,-8.906938388
A Coruña,Corme,Praia de Osmo,43.26513349,-8.956688896
A Coruña,Corme,Praia de Razo-1-2,43.29207102,-8.704467061
A Coruña,Corme,Praia de Soesto-1-2,43.21766695,-9.020881545
A Coruña,Corme,Praia de Torradas,43.29450587,-8.735360847
A Coruña,Corme,Praia de Traba,43.19106802,-9.047258433
